item_id,item_geohash,item_category
247169757,,5712
319188764,,7401
44742179,99b5b7w,7140
247168851,,9614
29271090,,9614
72604245,955mhev,10290
247162800,,9086
319182884,,5712
178594631,,10431
247162443,,9086
293518935,,12536
287835990,,6648
24715587,,12067
141365535,9569w40,3487
178595030,,10063
247155588,,1412
2782778,,7995
44742179,99b5bqs,7140
247154292,,6648
319178924,,10236
72604245,955m2na,10290
171016026,,3017
31917701,,6417
287834985,,6648
247152684,,9614
98034939,,7876
44742179,99bep7q,7140
247151055,,6648
292714875,,10120
178599275,,9023
247150761,,7572
293517123,,10120
178600610,,9155
17102001,,8850
292715202,,6648
72604245,9556nwn,10290
53621206,,12170
278279218,,7033
178602071,,12630
247143012,,6648
252397379,,10431
152152557,mtjqd5i,10290
53618122,,1963
141365535,955fjb9,3487
327790063,,198
247141809,,10939
319166447,,13500
373342163,,8792
247139358,,8990
266372535,,6648
100023811,,10015
247133433,,1032
319160327,,11549
178607717,,3925
247132917,,6648
311093202,9rgbi1v,4561
178607744,,12630
171025881,94nod5d,3487
292715688,,11039
152152557,956ltkn,10290
53617795,,11406
141365535,954gjkm,3487
72604245,9552mlv,10290
247129878,94jrjag,4657
130138860,,8495
178613966,,4245
171031953,,13547
292716609,,3000
178616735,,362
5361706,,4582
293503134,,732
44742179,99bkase,7140
247129401,,9789
74548483,99qwa5n,10290
178618886,,8662
247121304,,1954
319159328,,12090
72604245,9551c1p,10290
247114107,,12553
252405200,,12862
382740920,,6133
247112013,,7737
141365535,954cuuf,3487
44742179,99ch3pw,7140
24711129,,10431
252407144,,9450
72604245,95q3g5g,10290
247111236,,8661
252408032,,4864
387991183,,2284
247107552,,7572
141365535,9504pmr,3487
44742179,99chta3,7140
53615746,,10012
292718916,,2284
103399588,,614
247099023,,8685
141365535,9504oal,3487
178623350,,3067
247098216,,7939
25241231,,3064
85018102,,3064
171045714,,1169
134037922,,2029
72604245,95q4d0u,10290
24709458,,8561
319158494,,10431
44742179,99ctvse,7140
247094232,,12090
292720155,,2284
178625738,,4582
53612506,,4245
252416687,,6456
44742179,99qwhcg,7140
247084797,,11406
278280364,,8952
44742179,99vsh50,7140
247082070,,9569
141365535,9504e6i,3487
72604245,954f1i0,10290
53609518,,6648
74548483,956mig7,10290
312414654,,9614
53606278,,9205
319152083,,3707
287831586,,198
247073808,9rdm1kd,9569
136623748,,4830
287829189,,5533
53601475,,11991
266380479,,8179
44742179,9qo751q,7140
247072287,,10085
292722132,,10431
17863054,,4778
24706965,,6648
319142315,,3925
382739924,,24
171051495,,2284
74543371,,9614
44742179,9qw91l2,7140
247068942,,4553
319140539,,5962
152152557,mtj1rm4,10290
53598673,,8270
252422333,,10662
72604245,954ajnk,10290
247064298,,10356
252422396,,8350
44742179,9r2sw0b,7140
247058823,,11406
90888943,,6648
44742179,9r5gvmw,7140
247055460,,1318
141365535,94wo76j,3487
178631597,,11406
171052944,,997
278281606,,1169
72604245,951avcc,10290
247055028,,6526
141365535,94vlslt,3487
44742179,ff1vb00,7140
247052184,,4778
292725777,,11376
373342145,,2936
171057603,,2159
278282152,,10063
100984933,,9569
247048503,,6986
252426755,,7939
44742179,ffev7rb,7140
247043793,,5533
25242737,95f75hf,4657
327802285,,12090
171058737,,5993
311093202,95qq5wh,4561
178635395,,8561
247042737,,12375
293494137,,887
373340315,,9829
53595214,,8270
293493477,,11991
306855675,,11406
247039368,,9614
311093202,9rg9vpb,4561
178639439,,5962
247038441,,3064
136626775,,2284
178639526,,8662
247032597,,7350
252427568,,12630
44742179,mto136n,7140
247022124,,2284
31912835,,7393
72604245,9519nvl,10290
247021692,,10431
31912703,,11991
72604245,950se5u,10290
53595088,,6648
319122254,,6648
103401196,,94
247016844,,9829
292727349,,3368
327804637,,4830
171067506,,10137
252435053,,438
152152557,955mu5r,10290
53593570,,7816
75500545,,10431
44742179,mtrd64f,7140
247013442,,2284
252438932,,1963
287828118,,3397
53585782,,10356
307039072,,13500
44742179,mtrd6wv,7140
247013001,,10120
293486688,,10431
100986808,,7140
247007289,,94
252440051,,3064
44742179,tm52poa,7140
247006620,,11991
311093202,95qq5ql,4561
178652543,,7939
171072924,,12201
25244180,,9614
178653131,,12275
247005237,,9086
319122140,,10501
287826489,,362
53583040,,13526
136627105,,4245
44742179,941gb4u,7140
247003587,,13985
293485029,,10431
103404103,,6648
246993489,,11832
319121600,,3064
72604245,9502evh,10290
171079908,,2284
252446747,,7572
178654892,,5273
246985782,,9017
130139469,,8270
178655711,,5752
24696591,,9232
252447905,,10582
103406257,,11406
246955530,,10576
293476821,,13500
327807112,,4830
5358298,,6648
266383695,,6700
72604245,94vrh3p,10290
171085332,,4156
311093202,9rg2w44,4561
44742179,9422umv,7140
246955113,,56
27828396,,3064
72604245,94n0fah,10290
53582173,,9023
252449207,,3321
152152557,ff1ulh4,10290
171089970,,1483
319113962,,7876
327807472,,10460
171092019,,9933
141365535,94vidhw,3487
178659278,,3846
246954924,,8179
136628515,,9614
98820911,,10236
246954474,,9086
141365535,94nod5d,3487
72604245,94mnwk9,10290
53576767,,9614
293472876,,9086
44742179,944l72j,7140
24695193,,9232
252449570,,10431
31241692,,9614
246943953,,12067
292736262,,9086
287824233,,12326
246936297,,8099
252451889,,10431
152152557,95539i2,10290
5356903,,10356
319109411,,2284
72604245,94mnrft,10290
53568769,,5186
266386551,,10431
44742179,947144k,7140
246935775,,12090
141365535,94leo2h,3487
72604245,94mnh3r,10290
246935151,,12221
292739253,,4830
146351598,,3370
171097311,,56
311093202,97ln3uw,4561
178670177,,3397
171097974,,9334
292741044,,2284
72604245,94m2cjj,10290
53562442,,6858
141365535,94i7ohr,3487
44742179,947fjjh,7140
246934911,,12919
319108514,,7572
327807922,,2225
246923172,,10431
278283988,,12630
72604245,94h6jma,10290
24692271,,3397
130143465,,3064
178672337,,10431
246922365,,9569
319108247,,2284
152152557,9simkd6,10290
246921414,,3064
252455603,,1686
44742179,94d73aq,7140
53559319,,6648
293471190,,5351
17867290,,13500
246919965,,7233
252456773,,8561
103407355,,4677
246919836,,12158
311093202,95qp3tp,4561
72604245,94dqkf7,10290
24691833,,3660
252457421,,2159
72604245,95q4di5,10290
171105546,,11406
293469693,,8990
306855600,,382
246911289,,12919
252457973,,10431
178679750,,1169
246910257,,3708
292741677,,2683
44742179,94dqakq,7140
246908913,,10544
293467269,,7390
373339976,,8990
246908823,,997
31910360,,3005
44742179,94e1aon,7140
246902208,,7390
25246151,,7876
44742179,94ebu61,7140
246889563,9qv4fa2,10939
293466738,,3942
72604245,95q4luv,10290
5355121,,11376
278284645,,10063
382731878,,7995
246883482,,11039
141365535,94hqe3e,3487
142894440,,3064
24688305,,12630
31910333,,7971
287822397,,4830
246882276,,10431
117151719,95fijjk,7350
72604245,95q57sj,10290
246876675,,5273
319101665,,3660
72604245,95q5ish,10290
246853836,,11566
117151719,95fkwql,7350
44742179,94i2dlg,7140
171115923,,4245
252466163,,1032
373339745,,7995
246848181,,11952
252466388,,9569
103409902,,10431
246845643,,597
117151719,95gel9j,7350
178693727,,8662
246844338,,7467
117151719,95gelp4,7350
72604245,95qhnfh,10290
53532823,,8927
13014472,,1807
178693799,,10544
24683964,,10431
117151719,95gk6p6,7350
178694627,,12630
171121170,,6417
117151719,95kgjg1,7350
152152557,9525tlk,10290
53524597,,6272
117151719,95o3h94,7350
44742179,94ith23,7140
246838614,,10236
117151719,95q4o0k,7350
394817361,,2029
246835926,,10120
117151719,95q62an,7350
72604245,9422ujj,10290
24683307,,12375
252470687,,11406
8502185,,1483
171121344,,7995
31909385,,13985
44742179,94kwisu,7140
171121842,,9766
107805786,,8996
44742179,94mninl,7140
246827190,,10120
117151719,95qn3bq,7350
103410544,,7572
24681660,,3370
252471011,,7791
311160623,,9933
246813450,,9614
319093451,,3368
313143789,,2334
24680226,,2284
117151719,95qq15u,7350
72604245,92pd20i,10290
171123615,,5480
117151719,95qq3l4,7350
327815992,,4245
246800655,9rdm7ii,8327
117151719,95qqqsv,7350
44742179,94n06t6,7140
171123663,,8099
117151719,95qqv9r,7350
10341135,,4588
171123891,,2284
117151719,95qsb4g,7350
72604245,946vafo,10290
53524015,,6648
130145220,,3064
178701650,,6648
246796335,,9614
319085804,,10431
108828098,,13500
246795822,,1963
117151719,95qsb7e,7350
178702649,,8234
246793068,,9086
252477113,,10431
32781700,,7350
171126459,,280
117151719,95qukiu,7350
72604245,946ws6r,10290
1711266,,4396
252478844,,3368
28781696,,12221
53523292,,5533
319085030,,7791
306841980,,11406
246789927,9rg6lr0,12996
117151719,95ril7p,7350
72604245,94c090s,10290
5351995,,7401
117151719,95st39p,7350
178707452,,4830
171128202,,11492
117151719,95vqn6t,7350
178710683,,3690
53517382,,9205
319081358,,8662
312164205,,10637
246775614,,8615
25248218,,3925
44742179,94qu5ej,7140
246775116,,10431
117151719,95wjjog,7350
313144449,,8561
246773967,,12630
117151719,95wjjot,7350
72604245,94e1b0k,10290
171128454,,7390
117151719,95wjm14,7350
178710875,,9205
246771126,,11406
117151719,95wjmao,7350
72604245,94fd2gt,10290
171129627,,6648
117151719,96ha36t,7350
44742179,94wwsdc,7140
246763272,,11046
252485330,,3942
44742179,95f740v,7140
246749256,,11991
252488888,,10120
178712648,,5533
246745770,,6858
117151719,96k9a1r,7350
152152557,9rg2re6,10290
5351632,,4245
117151719,96kajl6,7350
178713836,,3397
53511862,,12067
117151719,96kbsaa,7350
100990084,,9155
246744804,,8561
117151719,96ndj90,7350
382727462,,7876
246743187,,3723
117151719,96pnto9,7350
72604245,94fdc30,10290
246742872,,12630
319079201,,5752
327821626,,9614
53501998,,7033
117151719,96pntqp,7350
72604245,94h6n1n,10290
53500921,,7393
252491327,,5993
327822976,,7791
246735903,,11991
319077482,,11442
178717823,,6862
53495896,,1407
319072646,,4008
178718219,,5533
246733440,,10431
130149318,,5497
72604245,94m2n5u,10290
53494993,,10460
117151719,970uw61,7350
44742179,95kgjgj,7140
53490397,,10073
117151719,971wpwt,7350
100991197,,10356
246733101,,6502
319068155,,3064
178719026,,7393
246716226,,7233
319067459,,6648
44742179,95lk2bk,7140
171135582,,5533
252496583,,10431
287815818,9rghd4a,1213
171135630,,12553
117151719,979pa47,7350
44742179,95lkhss,7140
246714168,,7572
2525006,,12536
178720337,,3942
171141672,,12630
319066988,,7390
103419697,,5065
171142248,,12090
117151719,97kv7aw,7350
178721519,,198
171142359,,6417
117151719,97laipv,7350
152152557,9519pwl,10290
246712437,,13500
117151719,97ln20n,7350
373338836,,10431
246711189,,12067
117151719,97ln3rj,7350
72604245,94mn7p6,10290
53489755,,7233
117151719,97lnvuw,7350
44742179,95qurdf,7140
246710433,,11991
319055888,,10920
44742179,9623im1,7140
171145794,,8587
319053221,,12170
44742179,9623rni,7140
53483566,,12407
252507578,,3397
382727243,,5480
246708327,,2218
252509048,,4778
142893870,,9086
246706956,,5962
252509609,,11406
72604245,94mnnf7,10290
24670161,,2158
117151719,97r026s,7350
306838119,,6304
246700023,,8561
319047263,,10825
287813247,,11406
24669294,,6648
117151719,97rc91g,7350
44742179,966mjim,7140
246689892,,8270
117151719,97rc9dl,7350
44742179,96gcgn6,7140
246682605,,8179
117151719,97rcqsf,7350
72604245,94vu0q7,10290
246681018,,3660
117151719,97to0o2,7350
178732076,,7350
171157605,,5446
319045397,,1963
142893741,,10895
246678027,,12553
252514100,,12630
72604245,94w0vp9,10290
246676479,,3321
117151719,99302bh,7350
44742179,96k9e09,7140
53483230,,6648
117151719,99beqd2,7350
72604245,9504lnh,10290
246670944,,11991
130151961,,10078
142892286,,10412
24666336,,5962
252516725,,6526
72604245,950toba,10290
246661782,,3846
117151719,99c1a4u,7350
178735445,,9569
5348107,,382
117151719,99ch155,7350
178738943,,7995
246661218,,7791
319032905,,6648
146943757,9567th0,6890
171168069,,12919
117151719,99csow0,7350
44742179,97mhwaa,7140
246660708,,6648
252520385,,1032
72604245,951av1a,10290
246656970,,951
117151719,99ct2to,7350
327828532,,3067
171170070,,2284
117151719,99ct4f5,7350
146943757,955icoh,6890
53480839,,3368
31903166,,2284
44742179,99303ti,7140
246654477,,5712
117151719,99ctwi5,7350
44742179,99be0pj,7140
246653142,,9789
117151719,9p0n43i,7350
327832363,,150
53478382,,836
117151719,9p0npp7,7350
178746650,,4245
53476873,,7619
117151719,9p0npt0,7350
44742179,99bjm9g,7140
246651642,,9569
252521837,,2284
72604245,9521rt2,10290
246646938,,6304
117151719,9q29rc4,7350
382720805,,11991
246638070,,11406
117151719,9qkg659,7350
44742179,99ch3ij,7140
246631473,,198
319030394,,10431
44742179,99ck4an,7140
24662343,,7140
117151719,9qkg6rg,7350
72604245,952r9wl,10290
246622512,,4830
25252385,,10431
44742179,99dm25t,7140
246615735,,150
117151719,9qkgje3,7350
44742179,99gm2mw,7140
171181650,,10501
117151719,9qkgqra,7350
178749716,,3000
171182727,,7140
117151719,9qv96hk,7350
1787509,,198
53476804,,4778
319027796,,6526
44742179,99nf30a,7140
246613617,,8646
117151719,9qv9mec,7350
72604245,954voee,10290
24660957,,1483
101339396,,3064
327832699,,6272
171186117,,10431
117151719,9qvptp5,7350
394822962,,7572
53470528,,10085
252528626,99ctha7,10012
44742179,9p0n406,7140
24660648,,7012
117151719,9r506a5,7350
72604245,955ahb7,10290
171187971,,3064
117151719,9rbubvn,7350
373337879,,1954
246602646,,4396
252529193,,9789
311160461,,8234
53464489,,3000
252529715,,10412
72604245,955j0vq,10290
171193233,,3321
117151719,9rdm1kd,7350
178753601,,1527
24660264,,8605
319021412,,4864
44742179,9qs9opd,7140
246595476,,3064
117151719,9rdmuch,7350
72604245,955m20g,10290
246588747,,3064
117151719,9rf9j96,7350
44742179,9qv9g20,7140
246586080,,11406
252534161,,11406
44742179,9rm16gr,7140
246578244,,6648
252534650,,9829
146349069,,8792
53463349,,198
25253921,,4582
100994140,,12067
246575286,,9086
319018490,,7995
72604245,955nlgp,10290
246572382,,3660
117151719,9rfiri1,7350
178757924,,9614
171193824,,12090
252540566,,7572
103431625,,438
53460943,,374
252544976,,5273
44742179,mti1wvf,7140
246567306,,4582
117151719,9rg04dt,7350
287809350,,1599
246559932,,9155
117151719,9rg05a6,7350
44742179,mtkctgn,7140
246554331,,12630
2525462,,3064
178761884,,5993
246553860,,5951
117151719,9rg1tkb,7350
72604245,956l0m2,10290
246550389,,4778
117151719,9rg2int,7350
44742179,mtlq0qq,7140
246546402,,3846
117151719,9rgpqti,7350
44742179,mto13ij,7140
534593,,10544
252551780,,10431
327839485,,9614
246546225,,3064
117151719,9rgsoef,7350
100994458,,6648
246542826,,7850
117151719,9rgtp6m,7350
44742179,mtoqld5,7140
246535902,,10356
252554606,,1954
178765862,,13547
171203730,,3064
117151719,9rm12tb,7350
44742179,mtobaan,7140
246535629,,4396
117151719,9rm17iw,7350
72604245,95dwjec,10290
171207372,,10364
117151719,9rm17k9,7350
178767335,,4282
53457784,,11406
130160019,,7876
373336613,,7239
246533919,,10544
252559046,,7850
44742179,ffgv3vq,7140
246531213,,12170
90888562,,4582
72604245,95fim7u,10290
246530493,,4245
319016522,,4008
146943757,9556c6l,6890
246530130,,10501
319014926,,5065
72604245,95hdwvn,10290
246529911,,3064
117151719,9rnacop,7350
394824675,,11406
246528501,,4582
117151719,9rnnfrd,7350
72604245,95lk3fr,10290
171210471,,9593
117151719,9rop0o9,7350
394828011,,6648
246527553,,10356
117151719,9ropu9n,7350
44742179,9t4qcl9,7140
171211584,,3321
117151719,9rwj9fc,7350
31314562,,3660
171212469,,11991
252564938,,12090
72604245,95npl0q,10290
171213249,,3965
252567146,,11406
178775660,,7350
171213573,9rrpfid,3487
117151719,ff1ujea,7350
44742179,9ropu9k,7140
171213573,9r5uq24,3487
319011818,,11406
44742179,9qsa27j,7140
171213573,953btk9,3487
117151719,ffad5pt,7350
327843424,,9334
171213573,9r5pa45,3487
117151719,ffe1a04,7350
373336376,,8099
171213573,953dbo7,3487
117151719,ffed6l7,7350
44742179,9qq34o7,7140
171213573,9r5f5kq,3487
117151719,ffj22gk,7350
39482891,,3660
171213573,95cjf4m,3487
117151719,mt5fdwn,7350
72604245,95q4bf2,10290
171213573,9r5f5gk,3487
117151719,mtobc40,7350
178780160,,3064
171213573,95cm3dj,3487
117151719,mtobkwb,7350
17878264,,7995
171213573,9r5f537,3487
117151719,mtj0vkd,7350
382707788,,10431
171213573,95k3lkg,3487
252574328,,4228
103436272,,4778
171213573,9r54gmb,3487
25257458,,3660
152152557,9rg29po,10290
171213573,95l7i0f,3487
117151719,mti0cvi,7350
178789856,,438
171213573,9r50nvi,3487
117151719,ffadwot,7350
44742179,9qpl7ve,7140
171213573,95la2lq,3487
252574820,,9614
287797050,,3064
171213573,9r5067u,3487
252575681,,11991
72604245,95q5orc,10290
171213573,95lh1in,3487
117151719,ffadhsk,7350
373335875,95q655c,2225
171213573,9r2tvts,3487
117151719,ff02cee,7350
103437763,,1963
171213573,95lkamr,3487
319001393,,10012
178793174,,9593
171213573,9r2tudg,3487
117151719,9su0hwq,7350
178793591,,4582
171213573,95lkewk,3487
117151719,9ropusq,7350
72604245,95q62p5,10290
171213573,9h9tijg,3487
117151719,9ropu9h,7350
327847726,,12630
171213573,95lkvbc,3487
31899344,,7467
178795073,,7350
171213573,9h9pirl,3487
117151719,9ropu0n,7350
142890462,,13985
171213573,95llf1p,3487
117151719,9rop0md,7350
17879518,,7876
171213573,9h4rltt,3487
13016443,,7995
44742179,9puj6vg,7140
171213573,95p3fat,3487
117151719,9rnnfa1,7350
373335875,95qq391,2225
171213573,9h4rlt3,3487
117151719,9rnekhh,7350
178798976,,4582
171213573,95q0tuv,3487
318992795,,11406
72604245,95q64en,10290
171213573,9h4qthr,3487
252585419,,5351
327848023,,10431
171213573,95q25mi,3487
252586532,,2936
178800890,,3064
171213573,9h4ppch,3487
117151719,9rm17mj,7350
44742179,9psrman,7140
171213573,95q27ku,3487
318983768,,6648
44742179,99ujjrw,7140
171213573,9h45a2u,3487
31898099,,12407
44742179,99uieat,7140
171213573,95q5e2c,3487
252587000,,4245
178804931,,3368
171213573,9h4432v,3487
117151719,9rhhagk,7350
44742179,99nowi5,7140
171213573,95q60lc,3487
117151719,9rgtpq7,7350
72604245,95q66n6,10290
171213573,97tr0kl,3487
252588623,,12067
373335875,95q5mmw,2225
171213573,95q654o,3487
117151719,9rgtpbu,7350
178805015,,3064
171213573,97tm9cw,3487
117151719,9rgqths,7350
178805207,,3064
171213573,95q6tma,3487
318978689,,4245
178807580,,3397
171213573,97tm4pr,3487
117151719,9rg656b,7350
72604245,95q6ppf,10290
171213573,95qquv1,3487
117151719,9rg2rnj,7350
38270597,,7951
171213573,97t64ef,3487
117151719,9rg1m4q,7350
152152557,950dsqa,10290
171213573,95qr3i5,3487
318976592,,9614
44742179,99nem5n,7140
171213573,95qqu1o,3487
107812,,7791
147181981,,7390
171213573,95qriw2,3487
252600935,,3660
178815734,,12688
171213573,95qq3l1,3487
90882262,,3942
72604245,95q7536,10290
171213573,95qrn72,3487
117151719,9rg1l0j,7350
44742179,99csa0d,7140
171213573,95q7ivr,3487
117151719,9rg1cm4,7350
44742179,99cqltc,7140
171213573,95qrp4w,3487
252601460,,3925
72604245,95q9i3g,10290
171213573,95q77a4,3487
117151719,9rg0tno,7350
178818296,,1649
171213573,95qrtep,3487
117151719,9rg0ft6,7350
178820201,,198
171213573,95q603e,3487
117151719,9rfumqa,7350
72604245,95qq1c0,10290
171213573,97truvj,3487
252604691,,6247
98814656,,13500
171213573,95q56g2,3487
31897283,,5446
306836313,,3368
171213573,9h45mk1,3487
117151719,9rfrm6u,7350
178822493,,5186
171213573,95p3ons,3487
117151719,9rf97pp,7350
178822718,,6648
171213573,9h4lhmr,3487
117151719,9rf53p1,7350
72604245,95qq5iq,10290
171213573,95lnc75,3487
117151719,9rew6ca,7350
72604245,95qq6kh,10290
171213573,9h90m7n,3487
117151719,9rdoufw,7350
44742179,99ck4d6,7140
171213573,95lkwtu,3487
117151719,9rdm2f7,7350
72604245,95qq9f6,10290
171213573,9h9t4av,3487
318961703,,3660
178829162,,11376
171213573,95lkose,3487
117151719,9rdm1kk,7350
306832962,,3397
171213573,9r2sihs,3487
117151719,9ralbks,7350
312032976,,5065
171213573,95lkhwq,3487
3189605,,9086
44742179,99cccfg,7140
171213573,9r2sjwj,3487
252611423,,8605
10344069,,8234
171213573,95lkgrb,3487
117151719,9r2swb7,7350
72604245,95qq9gr,10290
171213573,9r2smd0,3487
117151719,9qvpqw0,7350
178830173,,12170
171213573,95lkecw,3487
117151719,9qv410h,7350
382701170,,10431
171213573,9r2t5sh,3487
318959366,,12919
44742179,9975ufu,7140
171213573,95lkb16,3487
117151719,9qc7etn,7350
98811752,,3397
171213573,9r54r9j,3487
318952442,,8350
178830881,,12630
171213573,95lk7o4,3487
117151719,9ps7par,7350
178831250,,11406
171213573,9r59g2g,3487
117151719,9p0n6ih,7350
44742179,9931r3j,7140
171213573,95lewen,3487
117151719,9h54qur,7350
72604245,95qqcre,10290
171213573,9r6veai,3487
117151719,99qwklc,7350
108827408,,8142
171213573,95labwm,3487
117151719,99cuiul,7350
72604245,95rnuv9,10290
171213573,9r711p0,3487
117151719,99cipif,7350
152152557,9rg1vp2,10290
171213573,95cjfq6,3487
117151719,99c4d2d,7350
178836302,,13042
171213573,9r72gea,3487
117151719,99c1n2l,7350
178836527,,1963
171213573,953kfnf,3487
117151719,99beqcr,7350
103440934,,12630
171213573,9r7fkal,3487
318946751,,4670
44742179,992g0mc,7140
171213573,9r716dg,3487
252627539,,5320
17883772,,8744
171213573,9r7ijl6,3487
252629111,,198
98802200,,1483
171213573,9r727p1,3487
252630074,,4567
72604245,95rwd1v,10290
171213573,9r7k3pw,3487
117151719,99beq5n,7350
44742179,991jr5n,7140
171213573,9r72qjo,3487
117151719,99beq42,7350
72604245,95uc7sl,10290
171213573,9r7ke50,3487
117151719,99be0tk,7350
17884147,,2334
171213573,9r77j35,3487
252630821,,2284
178842440,,6648
171213573,9r7kh3d,3487
117151719,99b9qap,7350
382699367,,7995
171213573,9r7ddj1,3487
117151719,99b9prh,7350
44742179,97kv7ag,7140
171213573,9r7l7o7,3487
117151719,97qrfjf,7350
287792460,,7876
171213573,9r7eboi,3487
90882046,,4008
72604245,95wjje6,10290
171213573,9r7lham,3487
130171458,,8376
72604245,961o525,10290
171213573,9r7f3mc,3487
117151719,97ln3gt,7350
382697672,,10085
171213573,9r7rkuk,3487
117151719,97ln2gs,7350
44742179,96titpo,7140
171213573,9r7fpld,3487
117151719,979pn4r,7350
72604245,9623wrm,10290
171213573,9ra47af,3487
117151719,979pkmc,7350
72604245,962w0nc,10290
171213573,9r7hanb,3487
130175835,,198
152152557,9504g0v,10290
171213573,9ra93bi,3487
117151719,979phoc,7350
178857293,,4778
171213573,9r7ijib,3487
117151719,96pntkn,7350
327857791,,8179
171213573,9ra9v66,3487
117151719,96pnt90,7350
44742179,96qfqtf,7140
171213573,9r7irak,3487
117151719,96pnt7a,7350
72604245,96k5fh2,10290
171213573,9rar6sd,3487
117151719,96pnpjb,7350
44742179,967wtoa,7140
171213573,9r7ks0g,3487
117151719,96pk4cn,7350
44742179,961o69f,7140
171213573,9rbsccp,3487
99655044,,5533
178861547,,7715
171213573,9r7kvhp,3487
117151719,96knrk0,7350
287789724,,10544
171213573,9rdf0co,3487
117151719,96kngh4,7350
44742179,95woslg,7140
171213573,9r7l67t,3487
130179603,,6648
72604245,96kbs97,10290
171213573,9rdigdb,3487
117151719,96kbpvd,7350
178861697,,10412
171213573,9r7l70d,3487
107816019,,7140
178862396,,12919
171213573,9rdjasq,3487
117151719,96kbjws,7350
72604245,96kn7wm,10290
171213573,9r7lcak,3487
117151719,96e2agl,7350
152152557,9rf4445,10290
171213573,9rdjetc,3487
117151719,962v3vb,7350
44742179,95wjmn1,7140
171213573,9r7n2gg,3487
117151719,9623l61,7350
44742179,95riopw,7140
171213573,9rdjkj3,3487
130186536,,8058
72604245,97ln7lw,10290
171213573,9r7nj1h,3487
130186638,,4245
178864550,,9307
171213573,9rdjlov,3487
130187226,,11991
373330016,,3925
171213573,9r7u2c6,3487
130188918,,10582
382696610,,3368
171213573,9rdk4us,3487
117151719,95wl99k,7350
72604245,97qj3nw,10290
171213573,9r7w5lq,3487
117151719,95wl90d,7350
100994839,,12630
171213573,9rdm29b,3487
130192626,,12090
152152557,94viokm,10290
171213573,9r7wwp7,3487
98028429,,10501
178872809,,4245
171213573,9rdm6cd,3487
117151719,95wl24c,7350
44742179,95ll3uk,7140
171213573,9ra4kbq,3487
117151719,95wjmq3,7350
72604245,97v1wqg,10290
171213573,9rdm7ce,3487
130203141,,9023
72604245,99bfqpu,10290
171213573,9rdajvu,3487
117151719,95wjmpl,7350
178874390,,3368
171213573,9rdmbfg,3487
117151719,95vqnat,7350
72604245,99ct463,10290
171213573,9rdalfl,3487
90881488,,9450
178878965,,1242
171213573,9rdmck5,3487
117151719,95ucwm0,7350
373327976,,10431
171213573,9rdet5l,3487
117151719,95rwb2d,7350
72604245,99ctb24,10290
171213573,9rdmtdv,3487
117151719,95rijir,7350
2877883,,4830
171213573,9rdgscl,3487
130206321,,5712
72604245,99ctvna,10290
171213573,9rdojb2,3487
130206357,,10544
32786314,,3064
171213573,9rdj0v4,3487
130208817,,13348
85023895,,7311
171213573,9redgln,3487
107818698,,3064
72604245,99ngabc,10290
171213573,9rdjbqe,3487
117151719,95rieju,7350
152152557,9rdmnt4,10290
171213573,9refdv6,3487
130213386,,7876
17888383,,6794
171213573,9rdjhwg,3487
130213614,,8561
44742179,95f74ro,7140
171213573,9regg3b,3487
117151719,95rid9r,7350
72604245,99t3kpo,10290
171213573,9rdl71f,3487
117151719,95qv70f,7350
44742179,95f6vph,7140
171213573,9reoaw4,3487
117151719,95qv64k,7350
178885544,,3064
171213573,9rdlp22,3487
117151719,95qqvs4,7350
44742179,95dt7fh,7140
171213573,9rf44wr,3487
117151719,95qq55s,7350
72604245,9qdkbw2,10290
171213573,9rdmcnw,3487
130220610,,6631
178886375,,2284
171213573,9rf4ts7,3487
117151719,95qq3k3,7350
178886405,,12814
171213573,9rdojim,3487
117151719,95qcqd4,7350
32786377,,12630
171213573,9rf7la0,3487
117151719,95qc0t2,7350
373326758,,2683
171213573,9rdwddt,3487
117151719,95qbjiw,7350
44742179,94wwtsr,7140
171213573,9rf90mk,3487
117151719,95q66qw,7350
178888805,,12090
171213573,9relts5,3487
117151719,95q61gp,7350
72604245,9qj2ejd,10290
171213573,9rf95bs,3487
117151719,95ogc5d,7350
394831803,,12630
171213573,9reonej,3487
130226223,,8270
152152557,94j47h1,10290
171213573,9rf9b2r,3487
117151719,95o3wjf,7350
44742179,94rrncg,7140
171213573,9rew1vu,3487
10782001,,6272
178889759,,11832
171213573,9rf9leg,3487
117151719,95mbiu1,7350
72604245,9qu6f6a,10290
171213573,9rf0pd9,3487
117151719,95lkwh9,7350
85024228,,13284
171213573,9rf9lp0,3487
117151719,95lkq0a,7350
38602508,,5533
171213573,9rf52k2,3487
117151719,95lkat5,7350
103447405,,4778
171213573,9rf9ss5,3487
117151719,95lk6q3,7350
44742179,94lejf3,7140
171213573,9rf7qb3,3487
117151719,95lk677,7350
178893047,,2284
171213573,9rf9v0i,3487
117151719,95lk21k,7350
373322375,,3956
171213573,9rf939q,3487
117151719,95kf2d1,7350
44742179,94km3c4,7140
171213573,9rfb9vk,3487
130230711,,3064
72604245,9qwatnm,10290
171213573,9rf97p2,3487
117151719,95fk5cw,7350
44742179,94fr20s,7140
171213573,9rfp5a9,3487
107821944,,9232
72604245,9rdmn1v,10290
171213573,9rf9w1h,3487
117151719,95fijca,7350
306831087,,12630
171213573,9rfp5jg,3487
117151719,95fhcli,7350
382696493,,7995
171213573,9rfph42,3487
